# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 29 13:02:40 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_radj_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmasse_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmassprov not like '%calculated value%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radj_reflink: Planet Radius Reference
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasse_reflink: Planet Mass or Mass*sin(i) [Earth Mass] Reference
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_radj_reflink,pl_bmasse,pl_bmasse_reflink,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
451,HATS-8 b,HATS-8,1,1,Transit,2015,HATSouth,0,3.58389300,0.046670,9.785,0.873,<a refstr=BAYLISS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...49B/abstract target=ref>Bayliss et al. 2015</a>,43.86054,<a refstr=BAYLISS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...49B/abstract target=ref>Bayliss et al. 2015</a>,0.13800,Mass,0.376000,,1324,0,,5679.00,1.09,1.06,0.210,[Fe/H],4.39,19h39m46.01s,294.9416887,-25d44m54.12s,-25.7483655,794.6370000,14.5120000,12.6610000,14.3370000
452,HATS-9 b,HATS-9,1,1,Transit,2015,HATSouth,0,1.91529100,0.031200,13.850,1.236,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,266.02371,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,0.83700,Mass,0.075000,,1746,0,,5599.00,1.56,1.10,0.380,[Fe/H],4.10,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.7000000,13.2560000,11.4790000,13.0983000
484,HD 106315 b,HD 106315,1,2,Transit,2017,K2,0,9.55237000,0.090700,2.440,0.218,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,12.60000,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,0.03964,Mass,0.093000,240.00,1153,0,F5 V,6327.00,1.30,1.09,-0.311,[Fe/H],4.25,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.3530000,8.9510000,7.8530000,8.8884100
485,HD 106315 c,HD 106315,1,2,Transit,2017,K2,0,21.05704000,0.153600,4.350,0.388,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,15.20000,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,0.04782,Mass,0.220000,83.00,886,0,F5 V,6327.00,1.30,1.09,-0.311,[Fe/H],4.25,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.3530000,8.9510000,7.8530000,8.8884100
513,HD 110113 b,HD 110113,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.54100000,0.035000,2.050,0.183,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,4.55000,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,0.01432,Mass,0.093000,735.49,1371,0,G,5732.00,0.97,1.00,0.140,[Fe/H],4.46,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.3070000,10.0900000,8.5020000,9.9103600
528,HD 114082 b,HD 114082,1,1,Radial Velocity,2022,La Silla Observatory,0,109.75000000,0.510900,11.209,1.000,<a refstr=ZAKHOZHAY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221108294Z/abstract target=ref>Zakhozhay et al. 2022</a>,2542.62726,<a refstr=ZAKHOZHAY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221108294Z/abstract target=ref>Zakhozhay et al. 2022</a>,8.00000,Mass,0.395000,,,0,F3 V,6651.00,1.49,1.47,0.000,[Fe/H],4.19,13h09m16.11s,197.3171237,-60d18m30.36s,-60.3084347,95.3906000,8.2000000,7.1630000,8.0939400
546,HD 118203 b,HD 118203,1,1,Radial Velocity,2005,Haute-Provence Observatory,0,6.13350000,0.070000,13.138,1.172,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,886.74570,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.79000,Msini,0.310000,861.55,1509,0,K0,5864.00,2.06,1.84,0.230,[Fe/H],4.08,13h34m02.39s,203.5099560,+53d43m41.48s,53.7281876,92.2589000,8.0500000,6.5430000,7.8925500
588,HD 136352 b,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,0,11.57797000,0.096400,1.664,0.148,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,4.72000,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,0.01485,Mass,0.000000,111.60,905,0,G4 V,5664.00,1.06,0.87,-0.240,[M/H],4.39,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000,5.6500000,4.1590000,5.4849500
589,HD 136352 c,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,0,27.59221000,0.172100,2.916,0.260,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,11.24000,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,0.03536,Mass,0.000000,35.10,677,0,G4 V,5664.00,1.06,0.87,-0.240,[M/H],4.39,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000,5.6500000,4.1590000,5.4849500
590,HD 136352 d,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,0,107.24500000,0.425000,2.562,0.229,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,8.82000,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,0.02775,Mass,0.000000,5.74,431,0,G4 V,5664.00,1.06,0.87,-0.240,[M/H],4.39,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000,5.6500000,4.1590000,5.4849500
595,HD 137496 b,HD 137496,1,2,Transit,2021,K2,0,1.62116000,0.027320,1.310,0.117,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,4.04000,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,0.01271,Mass,0.000000,,2130,0,G,5799.00,1.59,1.04,-0.030,[Fe/H],4.05,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014,155.3170000,9.8990000,8.2440000,9.7716800
603,HD 1397 b,HD 1397,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),0,11.53533000,0.109700,11.500,1.026,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,131.89945,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,0.41500,Mass,0.251000,356.00,1228,0,G5 III/IV,5521.00,2.34,1.32,0.290,[Fe/H],3.82,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702000,7.7900000,5.9880000,7.5933600
639,HD 149026 b,HD 149026,1,1,Radial Velocity,2005,Subaru Telescope,0,2.87589000,0.043640,8.295,0.740,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,120.77540,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.38000,Mass,0.000000,1529.98,1626,0,G0,6179.00,1.41,1.42,0.320,[Fe/H],4.37,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000,8.1500000,6.8190000,8.0141600
649,HD 152843 b,HD 152843,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.62640000,0.105300,3.410,0.304,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,11.56000,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,0.03637,Mass,0.140000,255.70,,0,G0,6310.00,1.43,1.15,-0.160,[Fe/H],4.19,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000,8.8550000,7.6290000,8.7641200
650,HD 152843 c,HD 152843,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,24.38000000,,5.830,0.520,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,27.50000,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,0.08652,Mass,0.115000,0.97,253,0,G0,6310.00,1.43,1.15,-0.160,[Fe/H],4.19,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000,8.8550000,7.6290000,8.7641200
651,HD 15337 b,HD 15337,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,4.75615000,0.052200,1.640,0.146,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,7.51000,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,0.02363,Mass,0.090000,161.73,1001,0,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],4.53,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,9.1000000,7.0440000,8.8559800
652,HD 15337 c,HD 15337,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,17.17840000,0.126800,2.390,0.213,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,8.11000,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,0.02552,Mass,0.050000,29.18,642,0,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],4.53,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,9.1000000,7.0440000,8.8559800
677,HD 158259 b,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,2.17800000,,1.285,0.115,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.22000,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,0.00698,Msini,,802.73,1482,0,G0,5801.89,1.21,1.08,,,4.25,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000,6.4791500,4.9650000,6.3069400
726,HD 17156 b,HD 17156,1,1,Radial Velocity,2007,Subaru Telescope,0,21.21663000,0.162780,12.330,1.100,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1115.58330,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.51000,Mass,0.680000,17.44,883,0,G5,6040.00,1.55,1.41,0.190,[Fe/H],4.20,02h49m44.79s,42.4366123,+71d45m11.12s,71.7530882,78.0863000,8.1700000,6.7630000,8.0329800
756,HD 183579 b,HD 183579,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,17.47127800,0.133400,3.550,0.317,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,19.70000,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,0.06198,Mass,0.280000,58.10,769,0,G2 V,5788.00,0.99,1.03,-0.023,[Fe/H],4.50,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651000,8.6700000,7.1500000,8.5154900
762,HD 18599 b,HD 18599,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.13743540,0.048000,2.600,0.232,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,24.10000,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,0.07583,Mass,0.340000,145.00,863,0,K2 V,5145.00,0.77,0.86,0.000,[Fe/H],4.54,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.5653000,8.9900000,6.8830000,8.7311700
771,HD 189733 b,HD 189733,2,1,Radial Velocity,2005,Haute-Provence Observatory,0,2.21857567,0.031260,12.666,1.130,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,359.14790,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.13000,Mass,0.000000,356.00,1209,0,K2 V,5052.00,0.75,0.79,-0.020,[Fe/H],4.49,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.7638000,7.6700000,5.5410000,7.4143200
779,HD 191939 b,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.88032560,0.080400,3.410,0.304,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,10.00000,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,0.03146,Mass,0.031000,100.00,880,0,G9 V,5348.00,0.94,0.81,-0.150,[Fe/H],4.30,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,8.9700000,7.1800000,8.7747600
780,HD 191939 c,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,28.57974300,0.175200,3.195,0.285,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,8.00000,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,0.02517,Mass,0.034000,21.00,600,0,G9 V,5348.00,0.94,0.81,-0.150,[Fe/H],4.30,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,8.9700000,7.1800000,8.7747600
781,HD 191939 d,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,38.35303700,0.213200,2.995,0.267,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,2.80000,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,0.00881,Mass,0.031000,14.30,540,0,G9 V,5348.00,0.94,0.81,-0.150,[Fe/H],4.30,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,8.9700000,7.1800000,8.7747600
805,HD 202772 A b,HD 202772 A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,3.30895800,0.052080,17.318,1.545,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,323.23311,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,1.01700,Mass,0.038000,3440.00,2132,0,,6272.00,2.59,1.72,0.300,[Fe/H],3.85,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.4980000,8.3240000,6.9590000,8.2268800
806,HD 203030 b,HD 203030,1,1,Imaging,2006,Palomar Observatory,0,,487.100000,14.460,1.290,<a refstr=MILES_P_AACUTE_EZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..262M/abstract target=ref>Miles-P&aacuteez et al. 2017</a>,3496.11248,<a refstr=MILES_P_AACUTE_EZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..262M/abstract target=ref>Miles-P&aacuteez et al. 2017</a>,11.00000,Mass,,,1040,0,G8 V,5603.00,0.86,0.94,0.300,[Fe/H],4.64,21h18m58.37s,319.7432238,+26d13m50.10s,26.2305846,39.2503000,8.4500000,6.6530000,8.2466300
807,HD 20329 b,HD 20329,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.92611800,0.018000,1.720,0.153,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,7.42000,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,0.02335,Mass,0.000000,3474.00,2141,0,,5596.00,1.13,0.90,-0.070,[Fe/H],4.40,03h16m42.75s,49.1781240,+15d39m22.88s,15.6563542,63.6796000,8.7600000,7.1160000,8.5908900
820,HD 206893 b,HD 206893,1,2,Imaging,2021,Gemini Observatory,0,9350.00000000,9.600000,14.011,1.250,<a refstr=HINKLEY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804867H/abstract target=ref>Hinkley et al. 2022</a>,8899.19540,<a refstr=HINKLEY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804867H/abstract target=ref>Hinkley et al. 2022</a>,28.00000,Mass,0.140000,,1429,0,F5 V,6500.00,1.31,1.32,,,4.45,21h45m22.00s,326.3416874,-12d47m00.07s,-12.7833522,40.7583000,6.6880400,5.5930000,6.5678300
821,HD 206893 c,HD 206893,1,2,Imaging,2022,European Southern Observatory,0,2090.00000000,3.530000,16.365,1.460,<a refstr=HINKLEY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804867H/abstract target=ref>Hinkley et al. 2022</a>,4036.42077,<a refstr=HINKLEY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804867H/abstract target=ref>Hinkley et al. 2022</a>,12.70000,Mass,0.410000,,1182,0,F5 V,6500.00,1.31,1.32,,,4.34,21h45m22.00s,326.3416874,-12d47m00.07s,-12.7833522,40.7583000,6.6880400,5.5930000,6.5678300
829,HD 207897 b,HD 207897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,16.20215900,0.116300,2.501,0.223,<a refstr=HEIDARI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.176H/abstract target=ref>Heidari et al. 2022</a>,14.40000,<a refstr=HEIDARI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.176H/abstract target=ref>Heidari et al. 2022</a>,0.04531,Mass,0.047000,26.50,632,0,K0 V,5070.00,0.78,0.80,-0.042,[Fe/H],4.56,21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,28.2938000,8.3700000,6.3120000,8.1303700
838,HD 209458 b,HD 209458,1,1,Radial Velocity,1999,W. M. Keck Observatory,0,3.52474859,0.047070,15.581,1.390,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,232.01590,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.73000,Mass,0.000000,758.36,1459,0,G0 V,6091.00,1.19,1.23,0.010,[Fe/H],4.45,22h03m10.81s,330.7950219,+18d53m03.27s,18.8842419,48.3016000,7.6500000,6.3080000,7.5086600
850,HD 213885 b,HD 213885,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,1.00803500,0.020120,1.745,0.156,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,8.83000,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,0.02778,Mass,0.000000,3253.81,2128,0,G,5978.00,1.10,1.07,-0.040,[Fe/H],4.38,22h35m56.09s,338.9837166,-59d51m53.38s,-59.8648290,48.0883000,7.9500000,6.4190000,7.8017300
870,HD 21749 c,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,7.78993000,0.069500,0.892,0.080,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,3.70000,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,0.01164,Mass,,42.63,701,0,K4.5,4640.00,0.70,0.73,0.003,[Fe/H],4.61,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000,8.0800000,5.3750000,7.6790600
877,HD 219134 b,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,3.09292600,0.038760,1.602,0.143,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,4.74000,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,0.01491,Mass,0.000000,176.20,1015,0,K3 V,4699.00,0.78,0.81,0.110,[Fe/H],4.57,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,5.5691100,3.2610000,5.2402000
878,HD 219134 c,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,6.76458000,0.065300,1.511,0.135,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,4.36000,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,0.01372,Mass,0.062000,62.10,782,0,K3 V,4699.00,0.78,0.81,0.110,[Fe/H],4.57,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,5.5691100,3.2610000,5.2402000
879,HD 219134 d,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,46.85900000,0.237000,1.610,0.144,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,16.17000,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,0.05088,Mass,0.138000,4.72,410,0,K3 V,4699.00,0.78,0.81,0.110,[Fe/H],4.57,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,5.5691100,3.2610000,5.2402000
